GEOID,NAME
26055550700,"Census Tract 5507, Grand Traverse County, Michigan"
26055550800,"Census Tract 5508, Grand Traverse County, Michigan"
26055550900,"Census Tract 5509, Grand Traverse County, Michigan"
26055551000,"Census Tract 5510, Grand Traverse County, Michigan"
26055551100,"Census Tract 5511, Grand Traverse County, Michigan"
26055551200,"Census Tract 5512, Grand Traverse County, Michigan"
26055551300,"Census Tract 5513, Grand Traverse County, Michigan"
26055551400,"Census Tract 5514, Grand Traverse County, Michigan"
26055551500,"Census Tract 5515, Grand Traverse County, Michigan"
26055990000,"Census Tract 9900, Grand Traverse County, Michigan"
26057000100,"Census Tract 1, Gratiot County, Michigan"
26057000200,"Census Tract 2, Gratiot County, Michigan"
26057000300,"Census Tract 3, Gratiot County, Michigan"
26057000400,"Census Tract 4, Gratiot County, Michigan"
26057000500,"Census Tract 5, Gratiot County, Michigan"
26057000600,"Census Tract 6, Gratiot County, Michigan"
26057000700,"Census Tract 7, Gratiot County, Michigan"
26057000800,"Census Tract 8, Gratiot County, Michigan"
26057000900,"Census Tract 9, Gratiot County, Michigan"
26057001000,"Census Tract 10, Gratiot County, Michigan"
26059050100,"Census Tract 501, Hillsdale County, Michigan"
26059050200,"Census Tract 502, Hillsdale County, Michigan"
26059050300,"Census Tract 503, Hillsdale County, Michigan"
26059050400,"Census Tract 504, Hillsdale County, Michigan"
26059050500,"Census Tract 505, Hillsdale County, Michigan"
26059050600,"Census Tract 506, Hillsdale County, Michigan"
26059050700,"Census Tract 507, Hillsdale County, Michigan"
26059050800,"Census Tract 508, Hillsdale County, Michigan"
26059050900,"Census Tract 509, Hillsdale County, Michigan"
26059051000,"Census Tract 510, Hillsdale County, Michigan"
26059051100,"Census Tract 511, Hillsdale County, Michigan"
26059051200,"Census Tract 512, Hillsdale County, Michigan"
26061000100,"Census Tract 1, Houghton County, Michigan"
26061000200,"Census Tract 2, Houghton County, Michigan"
26061000300,"Census Tract 3, Houghton County, Michigan"
26061000400,"Census Tract 4, Houghton County, Michigan"
26061000500,"Census Tract 5, Houghton County, Michigan"
26061000600,"Census Tract 6, Houghton County, Michigan"
26061000700,"Census Tract 7, Houghton County, Michigan"
26061000800,"Census Tract 8, Houghton County, Michigan"
26061000900,"Census Tract 9, Houghton County, Michigan"
26061001000,"Census Tract 10, Houghton County, Michigan"
26061990000,"Census Tract 9900, Houghton County, Michigan"
26061990100,"Census Tract 9901, Houghton County, Michigan"
26063950100,"Census Tract 9501, Huron County, Michigan"
26063950200,"Census Tract 9502, Huron County, Michigan"
26063950300,"Census Tract 9503, Huron County, Michigan"
26063950400,"Census Tract 9504, Huron County, Michigan"
26063950500,"Census Tract 9505, Huron County, Michigan"
26063950600,"Census Tract 9506, Huron County, Michigan"
26063950700,"Census Tract 9507, Huron County, Michigan"
26063950800,"Census Tract 9508, Huron County, Michigan"
26063950900,"Census Tract 9509, Huron County, Michigan"
26063951000,"Census Tract 9510, Huron County, Michigan"
26063951100,"Census Tract 9511, Huron County, Michigan"
26063951200,"Census Tract 9512, Huron County, Michigan"
26063990000,"Census Tract 9900, Huron County, Michigan"
26065000100,"Census Tract 1, Ingham County, Michigan"
26065000400,"Census Tract 4, Ingham County, Michigan"
26065000600,"Census Tract 6, Ingham County, Michigan"
26065000700,"Census Tract 7, Ingham County, Michigan"
26065000800,"Census Tract 8, Ingham County, Michigan"
26065001000,"Census Tract 10, Ingham County, Michigan"
26065001200,"Census Tract 12, Ingham County, Michigan"
26065001703,"Census Tract 17.03, Ingham County, Michigan"
26065002000,"Census Tract 20, Ingham County, Michigan"
26065002101,"Census Tract 21.01, Ingham County, Michigan"
26065002200,"Census Tract 22, Ingham County, Michigan"
26065002300,"Census Tract 23, Ingham County, Michigan"
26065002600,"Census Tract 26, Ingham County, Michigan"
26065002700,"Census Tract 27, Ingham County, Michigan"
26065002800,"Census Tract 28, Ingham County, Michigan"
26065002901,"Census Tract 29.01, Ingham County, Michigan"
26065002902,"Census Tract 29.02, Ingham County, Michigan"
26065003103,"Census Tract 31.03, Ingham County, Michigan"
26065003200,"Census Tract 32, Ingham County, Michigan"
26065003301,"Census Tract 33.01, Ingham County, Michigan"
26065003302,"Census Tract 33.02, Ingham County, Michigan"
26065003400,"Census Tract 34, Ingham County, Michigan"
26065003500,"Census Tract 35, Ingham County, Michigan"
26065003601,"Census Tract 36.01, Ingham County, Michigan"
26065003602,"Census Tract 36.02, Ingham County, Michigan"
26065003700,"Census Tract 37, Ingham County, Michigan"
26065003801,"Census Tract 38.01, Ingham County, Michigan"
26065003802,"Census Tract 38.02, Ingham County, Michigan"
26065003901,"Census Tract 39.01, Ingham County, Michigan"
26065003902,"Census Tract 39.02, Ingham County, Michigan"
26065004000,"Census Tract 40, Ingham County, Michigan"
26065004100,"Census Tract 41, Ingham County, Michigan"
26065004301,"Census Tract 43.01, Ingham County, Michigan"
26065004302,"Census Tract 43.02, Ingham County, Michigan"
26065004402,"Census Tract 44.02, Ingham County, Michigan"
26065004403,"Census Tract 44.03, Ingham County, Michigan"
26065004490,"Census Tract 44.90, Ingham County, Michigan"
26065004491,"Census Tract 44.91, Ingham County, Michigan"
26065004492,"Census Tract 44.92, Ingham County, Michigan"
26065004493,"Census Tract 44.93, Ingham County, Michigan"
26065004494,"Census Tract 44.94, Ingham County, Michigan"
26065004500,"Census Tract 45, Ingham County, Michigan"
26065004600,"Census Tract 46, Ingham County, Michigan"
26065004700,"Census Tract 47, Ingham County, Michigan"
26065004801,"Census Tract 48.01, Ingham County, Michigan"
26065004802,"Census Tract 48.02, Ingham County, Michigan"
26065004901,"Census Tract 49.01, Ingham County, Michigan"
26065004902,"Census Tract 49.02, Ingham County, Michigan"
26065005001,"Census Tract 50.01, Ingham County, Michigan"
26065005002,"Census Tract 50.02, Ingham County, Michigan"
26065005100,"Census Tract 51, Ingham County, Michigan"
26065005201,"Census Tract 52.01, Ingham County, Michigan"
26065005202,"Census Tract 52.02, Ingham County, Michigan"
26065005302,"Census Tract 53.02, Ingham County, Michigan"
26065005303,"Census Tract 53.03, Ingham County, Michigan"
26065005304,"Census Tract 53.04, Ingham County, Michigan"
26065005401,"Census Tract 54.01, Ingham County, Michigan"
26065005402,"Census Tract 54.02, Ingham County, Michigan"
26065005501,"Census Tract 55.01, Ingham County, Michigan"
26065005502,"Census Tract 55.02, Ingham County, Michigan"
26065005600,"Census Tract 56, Ingham County, Michigan"
26065005700,"Census Tract 57, Ingham County, Michigan"
26065005800,"Census Tract 58, Ingham County, Michigan"
26065005900,"Census Tract 59, Ingham County, Michigan"
26065006001,"Census Tract 60.01, Ingham County, Michigan"
26065006002,"Census Tract 60.02, Ingham County, Michigan"
26065006100,"Census Tract 61, Ingham County, Michigan"
26065006200,"Census Tract 62, Ingham County, Michigan"
26065006301,"Census Tract 63.01, Ingham County, Michigan"
26065006302,"Census Tract 63.02, Ingham County, Michigan"
26065006401,"Census Tract 64.01, Ingham County, Michigan"
26065006402,"Census Tract 64.02, Ingham County, Michigan"
26065006500,"Census Tract 65, Ingham County, Michigan"
26065006600,"Census Tract 66, Ingham County, Michigan"
26065006700,"Census Tract 67, Ingham County, Michigan"
26065006800,"Census Tract 68, Ingham County, Michigan"
26065007000,"Census Tract 70, Ingham County, Michigan"
26065980000,"Census Tract 9800, Ingham County, Michigan"
26065980100,"Census Tract 9801, Ingham County, Michigan"
26065980200,"Census Tract 9802, Ingham County, Michigan"
26065980300,"Census Tract 9803, Ingham County, Michigan"
26067030100,"Census Tract 301, Ionia County, Michigan"
26067030200,"Census Tract 302, Ionia County, Michigan"
26067030300,"Census Tract 303, Ionia County, Michigan"
26067030400,"Census Tract 304, Ionia County, Michigan"
26067031200,"Census Tract 312, Ionia County, Michigan"
26067031300,"Census Tract 313, Ionia County, Michigan"
26067031400,"Census Tract 314, Ionia County, Michigan"
26067031500,"Census Tract 315, Ionia County, Michigan"
26067031600,"Census Tract 316, Ionia County, Michigan"
26067031700,"Census Tract 317, Ionia County, Michigan"
26067031900,"Census Tract 319, Ionia County, Michigan"
26067032100,"Census Tract 321, Ionia County, Michigan"
26067982200,"Census Tract 9822, Ionia County, Michigan"
26069000100,"Census Tract 1, Iosco County, Michigan"
26069000200,"Census Tract 2, Iosco County, Michigan"
26069000300,"Census Tract 3, Iosco County, Michigan"
26069000400,"Census Tract 4, Iosco County, Michigan"
26069000500,"Census Tract 5, Iosco County, Michigan"
26069000600,"Census Tract 6, Iosco County, Michigan"
26069000700,"Census Tract 7, Iosco County, Michigan"
26069000800,"Census Tract 8, Iosco County, Michigan"
26069000900,"Census Tract 9, Iosco County, Michigan"
26069990000,"Census Tract 9900, Iosco County, Michigan"
26071000100,"Census Tract 1, Iron County, Michigan"
26071000200,"Census Tract 2, Iron County, Michigan"
26071000300,"Census Tract 3, Iron County, Michigan"
26071000400,"Census Tract 4, Iron County, Michigan"
26071000500,"Census Tract 5, Iron County, Michigan"
26073000100,"Census Tract 1, Isabella County, Michigan"
26073000200,"Census Tract 2, Isabella County, Michigan"
26073000300,"Census Tract 3, Isabella County, Michigan"
26073000400,"Census Tract 4, Isabella County, Michigan"
26073000500,"Census Tract 5, Isabella County, Michigan"
26073000600,"Census Tract 6, Isabella County, Michigan"
26073000700,"Census Tract 7, Isabella County, Michigan"
26073000800,"Census Tract 8, Isabella County, Michigan"
26073000900,"Census Tract 9, Isabella County, Michigan"
26073940100,"Census Tract 9401, Isabella County, Michigan"
26073940200,"Census Tract 9402, Isabella County, Michigan"
26073940300,"Census Tract 9403, Isabella County, Michigan"
26073940400,"Census Tract 9404, Isabella County, Michigan"
26073940500,"Census Tract 9405, Isabella County, Michigan"
26073940600,"Census Tract 9406, Isabella County, Michigan"
26075000100,"Census Tract 1, Jackson County, Michigan"
26075000200,"Census Tract 2, Jackson County, Michigan"
26075000400,"Census Tract 4, Jackson County, Michigan"
26075000500,"Census Tract 5, Jackson County, Michigan"
26075000600,"Census Tract 6, Jackson County, Michigan"
26075000800,"Census Tract 8, Jackson County, Michigan"
26075000900,"Census Tract 9, Jackson County, Michigan"
26075001000,"Census Tract 10, Jackson County, Michigan"
26075001100,"Census Tract 11, Jackson County, Michigan"
26075001200,"Census Tract 12, Jackson County, Michigan"
26075001300,"Census Tract 13, Jackson County, Michigan"
26075005000,"Census Tract 50, Jackson County, Michigan"
26075005100,"Census Tract 51, Jackson County, Michigan"
26075005200,"Census Tract 52, Jackson County, Michigan"
26075005301,"Census Tract 53.01, Jackson County, Michigan"
26075005302,"Census Tract 53.02, Jackson County, Michigan"
26075005400,"Census Tract 54, Jackson County, Michigan"
26075005500,"Census Tract 55, Jackson County, Michigan"
26075005600,"Census Tract 56, Jackson County, Michigan"
26075005700,"Census Tract 57, Jackson County, Michigan"
26075005800,"Census Tract 58, Jackson County, Michigan"
26075005900,"Census Tract 59, Jackson County, Michigan"
26075006000,"Census Tract 60, Jackson County, Michigan"
26075006100,"Census Tract 61, Jackson County, Michigan"
26075006200,"Census Tract 62, Jackson County, Michigan"
26075006301,"Census Tract 63.01, Jackson County, Michigan"
26075006303,"Census Tract 63.03, Jackson County, Michigan"
26075006304,"Census Tract 63.04, Jackson County, Michigan"
26075006401,"Census Tract 64.01, Jackson County, Michigan"
26075006402,"Census Tract 64.02, Jackson County, Michigan"
26075006500,"Census Tract 65, Jackson County, Michigan"
26075006600,"Census Tract 66, Jackson County, Michigan"
26075006701,"Census Tract 67.01, Jackson County, Michigan"
26075006702,"Census Tract 67.02, Jackson County, Michigan"
26075006801,"Census Tract 68.01, Jackson County, Michigan"
26075006803,"Census Tract 68.03, Jackson County, Michigan"
26075006804,"Census Tract 68.04, Jackson County, Michigan"
26075006900,"Census Tract 69, Jackson County, Michigan"
26077000100,"Census Tract 1, Kalamazoo County, Michigan"
26077000201,"Census Tract 2.01, Kalamazoo County, Michigan"
26077000202,"Census Tract 2.02, Kalamazoo County, Michigan"
26077000300,"Census Tract 3, Kalamazoo County, Michigan"
26077000500,"Census Tract 5, Kalamazoo County, Michigan"
26077000600,"Census Tract 6, Kalamazoo County, Michigan"
26077000900,"Census Tract 9, Kalamazoo County, Michigan"
26077001000,"Census Tract 10, Kalamazoo County, Michigan"
26077001100,"Census Tract 11, Kalamazoo County, Michigan"
26077001200,"Census Tract 12, Kalamazoo County, Michigan"
26077001300,"Census Tract 13, Kalamazoo County, Michigan"
26077001501,"Census Tract 15.01, Kalamazoo County, Michigan"
26077001502,"Census Tract 15.02, Kalamazoo County, Michigan"
26077001503,"Census Tract 15.03, Kalamazoo County, Michigan"
26077001504,"Census Tract 15.04, Kalamazoo County, Michigan"
26077001506,"Census Tract 15.06, Kalamazoo County, Michigan"
26077001507,"Census Tract 15.07, Kalamazoo County, Michigan"
26077001601,"Census Tract 16.01, Kalamazoo County, Michigan"
26077001603,"Census Tract 16.03, Kalamazoo County, Michigan"
26077001604,"Census Tract 16.04, Kalamazoo County, Michigan"
26077001701,"Census Tract 17.01, Kalamazoo County, Michigan"
26077001702,"Census Tract 17.02, Kalamazoo County, Michigan"
26077001801,"Census Tract 18.01, Kalamazoo County, Michigan"
26077001802,"Census Tract 18.02, Kalamazoo County, Michigan"
26077001803,"Census Tract 18.03, Kalamazoo County, Michigan"
26077001905,"Census Tract 19.05, Kalamazoo County, Michigan"
26077001906,"Census Tract 19.06, Kalamazoo County, Michigan"
26077001907,"Census Tract 19.07, Kalamazoo County, Michigan"
26077002002,"Census Tract 20.02, Kalamazoo County, Michigan"
26077002003,"Census Tract 20.03, Kalamazoo County, Michigan"
26077002004,"Census Tract 20.04, Kalamazoo County, Michigan"
26077002005,"Census Tract 20.05, Kalamazoo County, Michigan"
26077002101,"Census Tract 21.01, Kalamazoo County, Michigan"
26077002102,"Census Tract 21.02, Kalamazoo County, Michigan"
26077002201,"Census Tract 22.01, Kalamazoo County, Michigan"
26077002202,"Census Tract 22.02, Kalamazoo County, Michigan"
26077002601,"Census Tract 26.01, Kalamazoo County, Michigan"
26077002700,"Census Tract 27, Kalamazoo County, Michigan"
26077002801,"Census Tract 28.01, Kalamazoo County, Michigan"
26077002802,"Census Tract 28.02, Kalamazoo County, Michigan"
26077002901,"Census Tract 29.01, Kalamazoo County, Michigan"
26077002903,"Census Tract 29.03, Kalamazoo County, Michigan"
26077002904,"Census Tract 29.04, Kalamazoo County, Michigan"
26077002905,"Census Tract 29.05, Kalamazoo County, Michigan"
26077003002,"Census Tract 30.02, Kalamazoo County, Michigan"
26077003003,"Census Tract 30.03, Kalamazoo County, Michigan"
26077003004,"Census Tract 30.04, Kalamazoo County, Michigan"
26077003302,"Census Tract 33.02, Kalamazoo County, Michigan"
26077003400,"Census Tract 34, Kalamazoo County, Michigan"
26077003500,"Census Tract 35, Kalamazoo County, Michigan"
26077005501,"Census Tract 55.01, Kalamazoo County, Michigan"
26077005502,"Census Tract 55.02, Kalamazoo County, Michigan"
26077006102,"Census Tract 61.02, Kalamazoo County, Michigan"
26077006103,"Census Tract 61.03, Kalamazoo County, Michigan"
26077006601,"Census Tract 66.01, Kalamazoo County, Michigan"
26077006701,"Census Tract 67.01, Kalamazoo County, Michigan"
26077006702,"Census Tract 67.02, Kalamazoo County, Michigan"
26079950200,"Census Tract 9502, Kalkaska County, Michigan"
26079950300,"Census Tract 9503, Kalkaska County, Michigan"
26079950400,"Census Tract 9504, Kalkaska County, Michigan"
26079950601,"Census Tract 9506.01, Kalkaska County, Michigan"
26079950602,"Census Tract 9506.02, Kalkaska County, Michigan"
26081000100,"Census Tract 1, Kent County, Michigan"
26081000200,"Census Tract 2, Kent County, Michigan"
26081000300,"Census Tract 3, Kent County, Michigan"
26081000400,"Census Tract 4, Kent County, Michigan"
26081000500,"Census Tract 5, Kent County, Michigan"
26081000600,"Census Tract 6, Kent County, Michigan"
26081000700,"Census Tract 7, Kent County, Michigan"
26081000800,"Census Tract 8, Kent County, Michigan"
26081000900,"Census Tract 9, Kent County, Michigan"
26081001000,"Census Tract 10, Kent County, Michigan"
26081001101,"Census Tract 11.01, Kent County, Michigan"
26081001102,"Census Tract 11.02, Kent County, Michigan"
26081001200,"Census Tract 12, Kent County, Michigan"
26081001300,"Census Tract 13, Kent County, Michigan"
26081001400,"Census Tract 14, Kent County, Michigan"
26081001500,"Census Tract 15, Kent County, Michigan"
26081001600,"Census Tract 16, Kent County, Michigan"
26081001700,"Census Tract 17, Kent County, Michigan"
26081001800,"Census Tract 18, Kent County, Michigan"
26081001900,"Census Tract 19, Kent County, Michigan"
26081002000,"Census Tract 20, Kent County, Michigan"
26081002100,"Census Tract 21, Kent County, Michigan"
26081002200,"Census Tract 22, Kent County, Michigan"
26081002300,"Census Tract 23, Kent County, Michigan"
26081002400,"Census Tract 24, Kent County, Michigan"
26081002500,"Census Tract 25, Kent County, Michigan"
26081002600,"Census Tract 26, Kent County, Michigan"
26081002700,"Census Tract 27, Kent County, Michigan"
26081002800,"Census Tract 28, Kent County, Michigan"
26081002900,"Census Tract 29, Kent County, Michigan"
26081003000,"Census Tract 30, Kent County, Michigan"
26081003100,"Census Tract 31, Kent County, Michigan"
26081003200,"Census Tract 32, Kent County, Michigan"
26081003300,"Census Tract 33, Kent County, Michigan"
26081003400,"Census Tract 34, Kent County, Michigan"
26081003500,"Census Tract 35, Kent County, Michigan"
26081003600,"Census Tract 36, Kent County, Michigan"
26081003700,"Census Tract 37, Kent County, Michigan"
26081003800,"Census Tract 38, Kent County, Michigan"
26081003900,"Census Tract 39, Kent County, Michigan"
26081004000,"Census Tract 40, Kent County, Michigan"
26081004100,"Census Tract 41, Kent County, Michigan"
26081004200,"Census Tract 42, Kent County, Michigan"
26081004300,"Census Tract 43, Kent County, Michigan"
26081004400,"Census Tract 44, Kent County, Michigan"
26081004500,"Census Tract 45, Kent County, Michigan"
26081004600,"Census Tract 46, Kent County, Michigan"
26081010101,"Census Tract 101.01, Kent County, Michigan"
26081010102,"Census Tract 101.02, Kent County, Michigan"
26081010200,"Census Tract 102, Kent County, Michigan"
26081010301,"Census Tract 103.01, Kent County, Michigan"
26081010302,"Census Tract 103.02, Kent County, Michigan"
26081010401,"Census Tract 104.01, Kent County, Michigan"
26081010402,"Census Tract 104.02, Kent County, Michigan"
26081010600,"Census Tract 106, Kent County, Michigan"
26081010700,"Census Tract 107, Kent County, Michigan"
26081010801,"Census Tract 108.01, Kent County, Michigan"
26081010802,"Census Tract 108.02, Kent County, Michigan"
26081010902,"Census Tract 109.02, Kent County, Michigan"
26081010903,"Census Tract 109.03, Kent County, Michigan"
26081010904,"Census Tract 109.04, Kent County, Michigan"
26081011001,"Census Tract 110.01, Kent County, Michigan"
26081011002,"Census Tract 110.02, Kent County, Michigan"
26081011101,"Census Tract 111.01, Kent County, Michigan"
26081011102,"Census Tract 111.02, Kent County, Michigan"
26081011200,"Census Tract 112, Kent County, Michigan"
26081011301,"Census Tract 113.01, Kent County, Michigan"
26081011302,"Census Tract 113.02, Kent County, Michigan"
26081011401,"Census Tract 114.01, Kent County, Michigan"
26081011403,"Census Tract 114.03, Kent County, Michigan"
26081011405,"Census Tract 114.05, Kent County, Michigan"
26081011406,"Census Tract 114.06, Kent County, Michigan"
26081011500,"Census Tract 115, Kent County, Michigan"
26081011600,"Census Tract 116, Kent County, Michigan"
26081011701,"Census Tract 117.01, Kent County, Michigan"
26081011702,"Census Tract 117.02, Kent County, Michigan"
26081011801,"Census Tract 118.01, Kent County, Michigan"
26081011803,"Census Tract 118.03, Kent County, Michigan"
26081011804,"Census Tract 118.04, Kent County, Michigan"
26081011901,"Census Tract 119.01, Kent County, Michigan"
26081011902,"Census Tract 119.02, Kent County, Michigan"
26081012002,"Census Tract 120.02, Kent County, Michigan"
26081012003,"Census Tract 120.03, Kent County, Michigan"
26081012004,"Census Tract 120.04, Kent County, Michigan"
26081012201,"Census Tract 122.01, Kent County, Michigan"
26081012202,"Census Tract 122.02, Kent County, Michigan"
26081012203,"Census Tract 122.03, Kent County, Michigan"
26081012300,"Census Tract 123, Kent County, Michigan"
26081012400,"Census Tract 124, Kent County, Michigan"
26081012500,"Census Tract 125, Kent County, Michigan"
26081012604,"Census Tract 126.04, Kent County, Michigan"
26081012605,"Census Tract 126.05, Kent County, Michigan"
26081012606,"Census Tract 126.06, Kent County, Michigan"
26081012607,"Census Tract 126.07, Kent County, Michigan"
26081012608,"Census Tract 126.08, Kent County, Michigan"
26081012701,"Census Tract 127.01, Kent County, Michigan"
26081012702,"Census Tract 127.02, Kent County, Michigan"
26081012703,"Census Tract 127.03, Kent County, Michigan"
26081012800,"Census Tract 128, Kent County, Michigan"
26081012901,"Census Tract 129.01, Kent County, Michigan"
26081012902,"Census Tract 129.02, Kent County, Michigan"
26081013000,"Census Tract 130, Kent County, Michigan"
26081013100,"Census Tract 131, Kent County, Michigan"
26081013200,"Census Tract 132, Kent County, Michigan"
26081013300,"Census Tract 133, Kent County, Michigan"
26081013400,"Census Tract 134, Kent County, Michigan"
26081013500,"Census Tract 135, Kent County, Michigan"
26081013600,"Census Tract 136, Kent County, Michigan"
26081013700,"Census Tract 137, Kent County, Michigan"
26081013801,"Census Tract 138.01, Kent County, Michigan"
26081013802,"Census Tract 138.02, Kent County, Michigan"
26081013900,"Census Tract 139, Kent County, Michigan"
26081014000,"Census Tract 140, Kent County, Michigan"
26081014100,"Census Tract 141, Kent County, Michigan"
26081014200,"Census Tract 142, Kent County, Michigan"
26081014300,"Census Tract 143, Kent County, Michigan"
26081014501,"Census Tract 145.01, Kent County, Michigan"
26081014502,"Census Tract 145.02, Kent County, Michigan"
26081014601,"Census Tract 146.01, Kent County, Michigan"
26081014602,"Census Tract 146.02, Kent County, Michigan"
26081014701,"Census Tract 147.01, Kent County, Michigan"
26081014703,"Census Tract 147.03, Kent County, Michigan"
26081014704,"Census Tract 147.04, Kent County, Michigan"
26081014803,"Census Tract 148.03, Kent County, Michigan"
26081014804,"Census Tract 148.04, Kent County, Michigan"
26081014805,"Census Tract 148.05, Kent County, Michigan"
26081014806,"Census Tract 148.06, Kent County, Michigan"
26081014807,"Census Tract 148.07, Kent County, Michigan"
26083000100,"Census Tract 1, Keweenaw County, Michigan"
26083980100,"Census Tract 9801, Keweenaw County, Michigan"
26083990100,"Census Tract 9901, Keweenaw County, Michigan"
26085960100,"Census Tract 9601, Lake County, Michigan"
26085961100,"Census Tract 9611, Lake County, Michigan"
26085961200,"Census Tract 9612, Lake County, Michigan"
26085961300,"Census Tract 9613, Lake County, Michigan"
26087330000,"Census Tract 3300, Lapeer County, Michigan"
26087330500,"Census Tract 3305, Lapeer County, Michigan"
26087331000,"Census Tract 3310, Lapeer County, Michigan"
26087331500,"Census Tract 3315, Lapeer County, Michigan"
26087332000,"Census Tract 3320, Lapeer County, Michigan"
26087332500,"Census Tract 3325, Lapeer County, Michigan"
26087333000,"Census Tract 3330, Lapeer County, Michigan"
26087333500,"Census Tract 3335, Lapeer County, Michigan"
26087334000,"Census Tract 3340, Lapeer County, Michigan"
26087334500,"Census Tract 3345, Lapeer County, Michigan"
26087336000,"Census Tract 3360, Lapeer County, Michigan"
26087336500,"Census Tract 3365, Lapeer County, Michigan"
26087337000,"Census Tract 3370, Lapeer County, Michigan"
26087337500,"Census Tract 3375, Lapeer County, Michigan"
26087338000,"Census Tract 3380, Lapeer County, Michigan"
26087338500,"Census Tract 3385, Lapeer County, Michigan"
26087339000,"Census Tract 3390, Lapeer County, Michigan"
26087339500,"Census Tract 3395, Lapeer County, Michigan"
26087340000,"Census Tract 3400, Lapeer County, Michigan"
26087340500,"Census Tract 3405, Lapeer County, Michigan"
26087341000,"Census Tract 3410, Lapeer County, Michigan"
26087341500,"Census Tract 3415, Lapeer County, Michigan"
26087342000,"Census Tract 3420, Lapeer County, Michigan"
26087342100,"Census Tract 3421, Lapeer County, Michigan"
26089970100,"Census Tract 9701, Leelanau County, Michigan"
26089970200,"Census Tract 9702, Leelanau County, Michigan"
26089970300,"Census Tract 9703, Leelanau County, Michigan"
26089970400,"Census Tract 9704, Leelanau County, Michigan"
26089970500,"Census Tract 9705, Leelanau County, Michigan"
26089970600,"Census Tract 9706, Leelanau County, Michigan"
26089990000,"Census Tract 9900, Leelanau County, Michigan"
26091060100,"Census Tract 601, Lenawee County, Michigan"
26091060301,"Census Tract 603.01, Lenawee County, Michigan"
26091060302,"Census Tract 603.02, Lenawee County, Michigan"
26091060401,"Census Tract 604.01, Lenawee County, Michigan"
26091060402,"Census Tract 604.02, Lenawee County, Michigan"
26091060500,"Census Tract 605, Lenawee County, Michigan"
26091060600,"Census Tract 606, Lenawee County, Michigan"
26091060700,"Census Tract 607, Lenawee County, Michigan"
26091060800,"Census Tract 608, Lenawee County, Michigan"
26091061200,"Census Tract 612, Lenawee County, Michigan"
26091061301,"Census Tract 613.01, Lenawee County, Michigan"
26091061302,"Census Tract 613.02, Lenawee County, Michigan"
26091061400,"Census Tract 614, Lenawee County, Michigan"
26091061500,"Census Tract 615, Lenawee County, Michigan"
26091061600,"Census Tract 616, Lenawee County, Michigan"
26091061700,"Census Tract 617, Lenawee County, Michigan"
26091061800,"Census Tract 618, Lenawee County, Michigan"
26091061900,"Census Tract 619, Lenawee County, Michigan"
26091062000,"Census Tract 620, Lenawee County, Michigan"
26091062100,"Census Tract 621, Lenawee County, Michigan"
26091062200,"Census Tract 622, Lenawee County, Michigan"
26091062300,"Census Tract 623, Lenawee County, Michigan"
26091062400,"Census Tract 624, Lenawee County, Michigan"
26093710100,"Census Tract 7101, Livingston County, Michigan"
26093710300,"Census Tract 7103, Livingston County, Michigan"
26093710500,"Census Tract 7105, Livingston County, Michigan"
26093710700,"Census Tract 7107, Livingston County, Michigan"
26093711000,"Census Tract 7110, Livingston County, Michigan"
26093712101,"Census Tract 7121.01, Livingston County, Michigan"
26093712102,"Census Tract 7121.02, Livingston County, Michigan"
26093712601,"Census Tract 7126.01, Livingston County, Michigan"
26093712602,"Census Tract 7126.02, Livingston County, Michigan"
26093713100,"Census Tract 7131, Livingston County, Michigan"
26093713300,"Census Tract 7133, Livingston County, Michigan"
26093713500,"Census Tract 7135, Livingston County, Michigan"
26093713700,"Census Tract 7137, Livingston County, Michigan"
26093720100,"Census Tract 7201, Livingston County, Michigan"
26093721100,"Census Tract 7211, Livingston County, Michigan"
26093722100,"Census Tract 7221, Livingston County, Michigan"
26093722300,"Census Tract 7223, Livingston County, Michigan"
26093722500,"Census Tract 7225, Livingston County, Michigan"
26093724001,"Census Tract 7240.01, Livingston County, Michigan"
26093724002,"Census Tract 7240.02, Livingston County, Michigan"
26093724003,"Census Tract 7240.03, Livingston County, Michigan"
26093725000,"Census Tract 7250, Livingston County, Michigan"
26093725100,"Census Tract 7251, Livingston County, Michigan"
26093730101,"Census Tract 7301.01, Livingston County, Michigan"
26093730102,"Census Tract 7301.02, Livingston County, Michigan"
26093730600,"Census Tract 7306, Livingston County, Michigan"
26093731100,"Census Tract 7311, Livingston County, Michigan"
26093732100,"Census Tract 7321, Livingston County, Michigan"
26093733100,"Census Tract 7331, Livingston County, Michigan"
26093733601,"Census Tract 7336.01, Livingston County, Michigan"
26093733602,"Census Tract 7336.02, Livingston County, Michigan"
26093740200,"Census Tract 7402, Livingston County, Michigan"
26093740300,"Census Tract 7403, Livingston County, Michigan"
26093740500,"Census Tract 7405, Livingston County, Michigan"
26093740600,"Census Tract 7406, Livingston County, Michigan"
26093740700,"Census Tract 7407, Livingston County, Michigan"
26093740800,"Census Tract 7408, Livingston County, Michigan"
26093740900,"Census Tract 7409, Livingston County, Michigan"
26093741100,"Census Tract 7411, Livingston County, Michigan"
26093741601,"Census Tract 7416.01, Livingston County, Michigan"
26093741602,"Census Tract 7416.02, Livingston County, Michigan"
26093742201,"Census Tract 7422.01, Livingston County, Michigan"
26093742202,"Census Tract 7422.02, Livingston County, Michigan"
